"";"gateway_node_4504";"gateway_node_1847";"gateway_node_1000";"gateway_node_1383";"gateway_node_1326";"gateway_node_1333";"gateway_node_1380";"gateway_node_1381";"gateway_node_2496";"gateway_node_1332";"gateway_node_2314";"gateway_node_1988";"gateway_node_3992";"gateway_node_630";"gateway_node_1325";"gateway_node_1150";"gateway_node_5021";"gateway_node_3014";"gateway_node_4380";"gateway_node_596";"gateway_node_1845";"gateway_node_3475";"gateway_node_1233";"gateway_node_2909";"gateway_node_4595";"gateway_node_4429";"gateway_node_1560";"gateway_node_1227";"gateway_node_637";"gateway_node_3003";"gateway_node_3196"
"gateway_node_4504";1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;1;1;0;0;0;0;1;1
"gateway_node_1847";1;1;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0
"gateway_node_1000";0;1;1;1;0;0;1;1;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1
"gateway_node_1383";1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0
"gateway_node_1326";1;1;0;0;1;0;0;0;1;0;1;0;0;1;0;1;1;1;0;0;1;1;0;1;0;0;1;1;0;0;1
"gateway_node_1333";0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"gateway_node_1380";1;0;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;1;0;0;1;0;1;0;0;0;1;0;0;1;0
"gateway_node_1381";0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0
"gateway_node_2496";1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0
"gateway_node_1332";0;0;0;0;1;0;0;1;0;1;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;0
"gateway_node_2314";0;1;0;0;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;1;0;0;1;1;1;0;0;0;0;0
"gateway_node_1988";1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
"gateway_node_3992";1;1;0;1;1;1;1;1;0;0;0;0;1;0;0;1;1;1;1;0;1;0;0;1;1;1;0;0;0;0;0
"gateway_node_630";1;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;1;1
"gateway_node_1325";0;0;0;0;0;1;0;1;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;1;1
"gateway_node_1150";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0
"gateway_node_5021";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0;1
"gateway_node_3014";0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0
"gateway_node_4380";0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;0
"gateway_node_596";1;1;0;1;0;1;0;1;0;1;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"gateway_node_1845";0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1
"gateway_node_3475";1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0
"gateway_node_1233";0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;1
"gateway_node_2909";1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0
"gateway_node_4595";0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0
"gateway_node_4429";1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0
"gateway_node_1560";0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1
"gateway_node_1227";0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;1;1;1
"gateway_node_637";0;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"gateway_node_3003";0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;1;1;0;0;0;1;0;0;1;1;1;0;1;1;1;1
"gateway_node_3196";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1
