"";"gateway_node_1972";"gateway_node_5232";"gateway_node_4001";"gateway_node_4620";"gateway_node_2229";"gateway_node_3574";"gateway_node_244";"gateway_node_610";"gateway_node_5145";"gateway_node_3185";"gateway_node_4662";"gateway_node_257";"gateway_node_3303";"gateway_node_3435";"gateway_node_805";"gateway_node_4779";"gateway_node_3645";"gateway_node_3264";"gateway_node_22";"gateway_node_3455";"gateway_node_3741";"gateway_node_2031";"gateway_node_2423";"gateway_node_3890";"gateway_node_5063";"gateway_node_1948";"gateway_node_3260"
"gateway_node_1972";1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;1;1;0;0;0;1;0
"gateway_node_5232";0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
"gateway_node_4001";0;1;1;0;1;1;0;1;0;1;0;1;1;1;0;1;0;1;0;0;0;0;1;0;1;0;1
"gateway_node_4620";0;0;1;1;0;1;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0
"gateway_node_2229";0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1
"gateway_node_3574";1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;1;0;1
"gateway_node_244";0;1;1;0;0;1;1;0;0;0;1;0;1;0;1;0;0;1;1;0;0;1;0;1;0;1;1
"gateway_node_610";0;0;0;0;1;0;1;1;1;0;1;1;0;0;0;1;1;1;0;0;1;1;1;1;0;1;0
"gateway_node_5145";1;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;1;0;1;0;1;0
"gateway_node_3185";1;0;1;0;1;1;0;0;1;1;1;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0
"gateway_node_4662";0;0;1;0;1;0;0;1;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1
"gateway_node_257";0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1
"gateway_node_3303";1;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;1;0;0;1;1;0;1;0;0;1
"gateway_node_3435";0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;1
"gateway_node_805";1;1;1;0;0;1;0;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0
"gateway_node_4779";0;1;0;0;1;0;1;0;1;0;0;1;0;0;1;1;0;0;0;1;1;1;1;0;0;1;0
"gateway_node_3645";0;1;1;0;1;0;1;1;0;0;1;1;0;1;1;0;1;0;0;1;0;1;0;0;0;1;0
"gateway_node_3264";0;1;0;1;0;1;0;0;1;1;0;1;0;1;1;0;0;1;1;0;1;1;0;1;0;0;1
"gateway_node_22";0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;0;0;1;0;0;1;0;0
"gateway_node_3455";1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1
"gateway_node_3741";0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;1;0;1;1;1;0;0;1;0
"gateway_node_2031";0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1
"gateway_node_2423";1;0;1;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;1;0;1
"gateway_node_3890";0;0;0;0;0;1;1;1;0;0;0;1;1;0;0;0;1;0;1;0;0;0;1;1;0;1;0
"gateway_node_5063";0;1;1;0;0;1;0;1;1;0;1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;0;1
"gateway_node_1948";0;0;1;0;0;1;1;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;1;1;1
"gateway_node_3260";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1
