"";"gateway_node_3201";"gateway_node_105";"gateway_node_2423";"gateway_node_5034";"gateway_node_4001";"gateway_node_2719";"gateway_node_2718";"gateway_node_1190";"gateway_node_3645";"gateway_node_2079";"gateway_node_3613";"gateway_node_4988";"gateway_node_1972";"gateway_node_3499";"gateway_node_4108";"gateway_node_3147";"gateway_node_3185";"gateway_node_5232";"gateway_node_4574";"gateway_node_1151";"gateway_node_502";"gateway_node_113";"gateway_node_3264";"gateway_node_3435";"gateway_node_3673";"gateway_node_22";"gateway_node_2592";"gateway_node_3740";"gateway_node_2031";"gateway_node_4335";"gateway_node_3455";"gateway_node_563";"gateway_node_4598";"gateway_node_3140";"gateway_node_257";"gateway_node_4662";"gateway_node_5183";"gateway_node_3916";"gateway_node_282";"gateway_node_1653";"gateway_node_3267";"gateway_node_3890";"gateway_node_5063";"gateway_node_1104";"gateway_node_1125";"gateway_node_606";"gateway_node_1314";"gateway_node_4590";"gateway_node_1432";"gateway_node_1427";"gateway_node_1571";"gateway_node_2769";"gateway_node_981";"gateway_node_2004"
"gateway_node_3201";1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0
"gateway_node_105";1;1;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1
"gateway_node_2423";1;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1
"gateway_node_5034";0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0;1;0;1;1;0;1;0;0;1;0;1;1;0;0;0;0;0
"gateway_node_4001";0;0;0;0;1;0;0;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
"gateway_node_2719";1;0;0;1;0;1;0;0;1;0;1;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0
"gateway_node_2718";0;0;0;1;1;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;1;1
"gateway_node_1190";0;1;0;1;0;0;0;1;1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;1
"gateway_node_3645";0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;1;1;0;0;1;0;0;1;1;0;0;0;0;1;0;1;1;1;0;0;0;1;0;1;0;0;0;0
"gateway_node_2079";0;0;0;1;1;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;1;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0
"gateway_node_3613";0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0
"gateway_node_4988";1;0;0;0;1;1;1;0;0;1;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;1
"gateway_node_1972";1;0;1;1;0;0;0;0;0;1;0;0;1;1;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0
"gateway_node_3499";1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;1;0;1;0;0;0;0;0
"gateway_node_4108";0;0;0;1;1;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_3147";0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;1;0;0;0;0;1
"gateway_node_3185";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;1;1;0;1;0
"gateway_node_5232";0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;1;0;1;1;0;1;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"gateway_node_4574";1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;0;0;1;1;1;0;0
"gateway_node_1151";0;0;0;1;1;0;0;0;1;0;0;1;1;1;0;0;1;0;0;1;0;0;0;0;1;1;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0
"gateway_node_502";1;0;1;0;0;1;0;0;1;1;0;0;0;1;0;0;0;1;1;0;1;0;1;1;0;1;0;0;1;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;0
"gateway_node_113";0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;1;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;1;1;0;0;0
"gateway_node_3264";0;0;1;0;0;1;0;0;0;0;1;1;1;1;1;0;1;0;1;1;1;0;1;0;0;1;1;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0
"gateway_node_3435";1;0;1;0;1;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;1;0;1;1;0;0;1;1;1;0;0;0;1;1;1;1;1;1;0;0;0;0;1;1;1;0;0;0;1;0;1;0;0
"gateway_node_3673";0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;1;0;0;0;0;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;1;1;1;0;0;1;0
"gateway_node_22";1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;0;1;1;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0
"gateway_node_2592";1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;1;1;0;0;1;1;1
"gateway_node_3740";0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0
"gateway_node_2031";0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;1;0;0;1;0;1;1;0
"gateway_node_4335";1;1;0;1;0;1;0;0;1;0;1;1;0;1;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1
"gateway_node_3455";1;1;0;1;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;1;0;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1
"gateway_node_563";0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
"gateway_node_4598";0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1
"gateway_node_3140";0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;1;1;1;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;1
"gateway_node_257";0;0;0;0;1;0;1;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;1;0;1;1;0;0;0;1;1;0;0;0
"gateway_node_4662";0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0
"gateway_node_5183";1;0;1;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;1;0;1;1;0;1;0;0;0;0;1;0;1;0;0;0;0;1
"gateway_node_3916";0;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;1;1;1;0;1;1;0;0;1;0;0;0;0;1;0;0;0
"gateway_node_282";1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;1;1;0;0;0;0
"gateway_node_1653";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
