"";"gateway_node_5163";"gateway_node_2785";"gateway_node_288";"gateway_node_2512";"gateway_node_885";"gateway_node_4579";"gateway_node_4580";"gateway_node_135";"gateway_node_292";"gateway_node_2658";"gateway_node_1791";"gateway_node_3207";"gateway_node_763";"gateway_node_1113";"gateway_node_2439";"gateway_node_1114";"gateway_node_1502";"gateway_node_4762";"gateway_node_3188";"gateway_node_1786";"gateway_node_377";"gateway_node_5011";"gateway_node_3291";"gateway_node_4378";"gateway_node_4843";"gateway_node_1875";"gateway_node_381";"gateway_node_4557";"gateway_node_2837";"gateway_node_2534";"gateway_node_1787";"gateway_node_4910";"gateway_node_3914";"gateway_node_4841";"gateway_node_5233";"gateway_node_4634";"gateway_node_4337";"gateway_node_3603";"gateway_node_3632";"gateway_node_4877";"gateway_node_3917";"gateway_node_378";"gateway_node_4894";"gateway_node_4911";"gateway_node_278";"gateway_node_322";"gateway_node_578";"gateway_node_1664";"gateway_node_4068";"gateway_node_4981";"gateway_node_4889";"gateway_node_1628";"gateway_node_3826";"gateway_node_2699";"gateway_node_3287";"gateway_node_2110";"gateway_node_4638";"gateway_node_789";"gateway_node_4884";"gateway_node_1690";"gateway_node_4686";"gateway_node_665";"gateway_node_3599";"gateway_node_1479";"gateway_node_1255";"gateway_node_2706";"gateway_node_664";"gateway_node_1546";"gateway_node_1074";"gateway_node_2535";"gateway_node_42";"gateway_node_2123";"gateway_node_153";"gateway_node_4210";"gateway_node_780";"gateway_node_1674";"gateway_node_2688";"gateway_node_115";"gateway_node_4852";"gateway_node_426";"gateway_node_90";"gateway_node_3435";"gateway_node_2477";"gateway_node_4060";"gateway_node_613";"gateway_node_305";"gateway_node_644";"gateway_node_963";"gateway_node_1342";"gateway_node_2670";"gateway_node_4974";"gateway_node_835";"gateway_node_2666";"gateway_node_343";"gateway_node_1379";"gateway_node_2407";"gateway_node_429";"gateway_node_1514";"gateway_node_427";"gateway_node_4658";"gateway_node_4724";"gateway_node_165";"gateway_node_158";"gateway_node_2374";"gateway_node_4192";"gateway_node_4900";"gateway_node_4930";"gateway_node_2676";"gateway_node_4432";"gateway_node_3418";"gateway_node_3144";"gateway_node_3145";"gateway_node_778";"gateway_node_1711";"gateway_node_2266";"gateway_node_3082";"gateway_node_41";"gateway_node_2680";"gateway_node_3595";"gateway_node_476";"gateway_node_2416";"gateway_node_852";"gateway_node_4114";"gateway_node_1025";"gateway_node_1620";"gateway_node_3978";"gateway_node_4562";"gateway_node_731";"gateway_node_4069";"gateway_node_5119";"gateway_node_5152";"gateway_node_5151"
"gateway_node_5163";1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1
"gateway_node_2785";0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_288";0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_2512";1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;1;0;1;1
"gateway_node_885";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0
"gateway_node_4579";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"gateway_node_4580";0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"gateway_node_135";0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"gateway_node_292";0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
"gateway_node_2658";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
